Number ,Date,Rating ,Label ,User,Review
399,9 Maret 2023,5,Possitive,nyoman mindri,"Aplikasi yg sangat berguna, tidak perlu kesana sini jika ada kendala, bs lwat online kerenn, pelayanannya cepat juga, good app👍👍"
400,27 Januari 2023,5,Possitive,Ovaldhy Seik,"Info pelayanan pengaduhan gangguan sudah continue melalui aplikasi pln mobile, pelayanan pengaduhan gangguan sudah semakin cepat, dan status pelayanan sudah simetris antara aplikasi pln mobile dan kondisi fisik di lapangan. Terima kasih 😘"
401,17 Januari 2023,4,Neutral,Anita Whardani,"Aplikasi kurang lancar. Poin bisa tiba-tiba berkurang, hilang, lalu nongol lagi sendiri. Mau update lagi eh eror mulu. Sudah membaik, balik lg begitu2 terus. Pembayaran token okelah, yg lain belum coba. Karena loadingnya lama."
402,10 Maret 2023,5,Possitive,Meilia Aura,"Aplikasi yang kaya ginii ni mempermudah semua uruannn, gaperluu susah"" keluar carii token listrik, tinggal buka aplikasiii selesai. Makasi bgt ni bener"" membantu"
403,7 Januari 2023,1,Negative,Matin Jail,"Biasanya aplikasi berjalan lancar semua.. tapi kemarin saya beli token lewat aplikasi, sudah di bayar lewat transfer bank dengan status berhasil transfer dan saldo terpotong. Tapi di aplikasi status transaksi malah gagal.. alhasil token gk keluar... Sudah lapor nunggu 1x24 jam tetep gk ada tanggapan lebih lanjut"
404,20 Maret 2023,5,Possitive,Putra Esper,Horee udah bisa daftar. Karna saya kesel coba berbagai password ga bisa. Saya panjangin aja sekalian. Akhirnya bisa. Aplikasi berguna bgt
405,23 Maret 2023,5,Possitive,feby Sherentya,"Baru pertama kali pakai aplikasi ini, setelah 2jam listrik padam. Laporan pengaduan beberapa menit kemudian langsung di konfirmasi oleh petugas dan kemudian petugas datang ke lokasi. Sangat cepat penanganan nya. Terimakasih"
406,27 Januari 2023,5,Possitive,ARSYIFA ADRIKALIZA,"Sangat mudah, simple dan bermanfaat utk byr rek listrik, monitoring keluhan/ gangguan listrik, dan monitoring pembayaran sblmnya.. Sangat TOP PLN"
407,28 Februari 2023,1,Neutral,Sofyan Hadi,Sy pengguna electric vehicle knp saat mau menambahkan kendaraan sering gangguan sistem atau v205... Katanya suruh masuk versi beta.... Tp versi betanya penuh gmn ini solusinya
408,1 Februari 2023,5,Possitive,Randy Renaldy,"Aplikasi ini sangat membantu. Tidak perlu jauh2 ke kantor PLN, cukup dirumah saja dan semua masalah bisa teratasi. Mantap 👍"
409,30 Januari 2023,4,Possitive,Adam Ardiansyah,"Sangat membantu apps ini, tapi kali ini kenapa gangguan lama sekali. Token listrik udah kebeli malah gak bisa diliat kode entrinya"
410,19 Februari 2023,1,Negative,AM-AM Shop,"Tidak bisa melakukan pengaduan di sistem. Pengaduan pemasangan baru di daerah Gowa, Sulawesi Selatan dari November 2022 sampai sekarang bulan Februari 2023 belum terpasang alasannya material kabel belum ada dan kejelasan tidak jelas. Tolong kejelasan pemasangan listrik baru kami padahal pembayaran sudah lunas dan bangunan sudah ditempati tapi listriknya masih numpang. Tidak sesuai nawacita Pemerintah Indonesia klo begini."
411,19 Januari 2023,5,Possitive,Tresya Layan,"Iyah,Aplikasi Mobile ini membantu untuk menangani gangguan krna bisa langsung ke-tracing lwt app cpt sekalii penanganan-nya."
412,28 Februari 2023,5,Possitive,Bang Ren,"Pokoknya semua wajib instal, aplikasi sangat mempermudah.. Kita tidak perlu repot kalo masalah listrik, tinggal klik masalah selesai"
413,22 Februari 2023,5,Possitive,Ariono Sucipto,"Aplikasi ini bisa membantu permasalahan yang ada di pln. Mulai pengaduan, pembayaran, pasang baru, tambah daya, internet, dll. Cuma perlu pembenahan, mohon di benahi pembayaran va nya,"
414,17 Februari 2023,5,Possitive,Tukang Tapale'uk,"Saya sudah berlangganan ICONET, usul saya mohon pada menu ICONET ditambah menu untuk pembayaran bulanannya Selama ini pembayaran bulanannya masih di luar aplikasi Terima kasih"
415,7 Januari 2023,1,Negative,Abdullah Syafii,"Untuk harga token termasuk murah. Cuma masih banyak perbaikan yg harus di lakukan oleh yg pengendali sistem ini. Sangat lemot, saya pernah beli token pakai virtual akun 2x gagal padahal saldo sudah terpotong. Utk pengaduan atau chat langsung ngga ada. Bingung kita konsumen ini cuma satu2 nya terbesar seindonesia perusahan ngga ada saingan nya tetap paling buruk layanan utk pengaduan dan aplikasi nya. Klo utk yg lapangan sudah lumayan bagus respon nya. Tolong ya siapa kek yg liat bos2 bsr pln.."
416,27 Maret 2023,5,Possitive,Nurocha Hidayah,"Dengan Aplikasi PLN Mobile sangat mempermudah kami jika terjadi gangguan maupun pembayaran rekening listrik serta pembelian token, semoga makin berkembang aplikasi ini dan menjadi lebih baik lagi kedepannya."
417,25 Januari 2023,5,Possitive,Nyoman Samwibaga,"Sekarang semua jadi mudah cukup dengan pegang smartphone dari mau pasang baru, tambah daya, beli token semua bisa cukup dengan klik2 di aplikasi PLN mobile"
418,18 Januari 2023,5,Possitive,Dhery Sukma Ibdaya,Aplikasi ini sangat membantu. Kita bisa dapat info yg cepat jika terjadi pemadaman ataupun gangguan listrik. Dan fast respon juga kalau kita ada pengaduan.
419,31 Januari 2023,5,Possitive,Danang Setyoko,"Aplikasi sangat membantu, pelanggan tidak perlu datang ke kantor untuk lapor, sekarang lewat aplikasi PLN mobile sudah canggih, mau lapor gangguan listrik, pemadaman bisa cepat terselesaikan dan bisa di pantau lewat Hp kita. Terima kasih ."
420,16 Februari 2023,5,Possitive,Reza Bagus,Saya suka dengan fitur yang lengkap mulai dari akses pelayanan pasang baru dan tambah daya sampai pembayaran tagihan listrik atau pembelian token dapat dilakukan semuanya lewat aplikasi ini. Tampilan aplikasi user friendly dan mudah digunakan oleh pelanggan.
421,6 Maret 2023,5,Possitive,Niko p,"Aplikasi nya keren ,fiturnya juga banyak seperti pasang baru ,pengaduan , beli token ,bayar tagihan tidak perlu ribet ,semuanya jadi lebih mudah"
422,7 Februari 2023,5,Possitive,Saiful Efendi,"Aplikasinya mudah di gunakan , fiturnya lengkap...hemat waktu dan penangannya cepat...terima kasih PLN..."
423,13 Februari 2023,5,Possitive,Panji Maūlana,"Saran aja min, kalau ada gangguan sistem / sedang maintenance lebih baik ga bisa buka app nya. Jangan sedang ada gangguan tpi app bisa dibuka,ketika saya beli token pke linkaja, pembayaran sudah masuk tpi di app tiba tiba ada notif sedang gangguan. Kenapa ga di awal aja:( . Jdi token pun belum ada dan pembayaran sudah msuk, jdi beli lgi di ecommerce. :("
424,29 Januari 2023,5,Possitive,Juriati Yati,"Aplikasi pln mobil sangat membantu sekali ,Bisa langsung lapor langsung dpt informasi.pasang baru,tambah daya,migrasi dan lapor gangguan tampa harus datang ke kantor pln .pln mobile mantap.........."
425,13 Maret 2023,1,Negative,selvi oktaviani,"mau daftar aja susah nya bukan main mau klik daftar gak bisa , lewat gmail gk bisa , lewat no hp juga gak bisa . coba perbaikin dong buat apa buat aplikasi gk bisa digunain"
426,26 Januari 2023,5,Possitive,raka rasid,"Aplikasi ini sangat membantu dalam segala hat terkait kelistrikan, terakhir sangat terbantu juga pada saat laporan gangguan kwh meter muncul periksa lapor lewat aplikasi PLN mobile respon petugas cepat dan gangguan segera teratasi"
427,8 Februari 2023,5,Possitive,adinda sekarwangi,"Udah pake pln mobile dari apps ini dilaunching sampe sekarang. Histori pembelian token tercatat, ada perkiraan kapan listrik habis dan muncul notifikasinya, jadi bisa ngingetin kita kalo harus isi ulang token lagi sebelum habis pulsanya. Dann, pembayarannya bisa pake e-wallet, bisa virtual account. Saya biasanya pake VA Mandiri dan tidak ada biaya adminnya, jadi pure bayar harga pulsa. Mantap jiwa!!"
428,3 Maret 2023,1,Negative,Anissa Mahzuna,"aplikasi lemot, buat bayar aja masyaallah loadingnyaa lamaaaa bangeettt, habis itu udh buat transaksi beli token kok statusnya menunggu pembayaran pdhl saldo udh kepotong, minta bantuan di aplikasinya loading luamaaa di email juga gak dibales bales. gimana ini PLN bukannya memudahkan kok malah gini si hadehh :("
429,8 Maret 2023,5,Possitive,Bachrul Alam,"Aplikasi yg serba ada. Mulai dari pembelian token/pembayaran tagihan secara online, notifikasi saat ada gangguan/pemeliharaan di area ID Pelanggan rumah, dan banyak lagi"
430,13 Februari 2023,5,Possitive,Nuraini Aini,"Sangat membantu apabila terjadi ngangguan, mudah melaporkan dan memantau progres perbaikan..ada fitur tambah daya dan pasang baru, bisa lihat estimasi biaya jugak..mohon terus diupdate aplikasinya biar makin bagus dan lancar..."
431,18 Maret 2023,2,Negative,City Ban,"Entah aplikasi tidak sinkron dengan petugas di lapangan atau entahlah. Pengaduan dilakukan, tidak selang lama petugas berjalan menuju lokasi, petugas mengerjakan tugas dan selesai. Itu secara riwayatnya di aplikasi. Aktualnya, ZONK. Tetap saja pengguna harus ke PLN terdekat mengajukan pengaduan. Cie, aplikasi unfaedah."
432,20 Maret 2023,1,Negative,jaya karta,kok ga muncul tagihan listrik perbulan setiap tanggal 2 min harusnya udah ada di aplikasinya dan sudah di bayar kan listrik nya alias ada keterangan lunas / tidak ada tagihan listrik nya bln ini
433,1 Februari 2023,5,Possitive,Muhammad Zulqarnain,"Aplikasi yang sangat memudahkan terkait masalah pengaduan dan pelayanan,tidak perlu repot datang kekantor,tinggal manfaatkan gadget dan semua selesai. Terima kasih PLN..."
434,8 Februari 2023,5,Possitive,Arisman Ardiansyah,"Fitur aplikasinya makin lengkap. Sangat terbantu sekali dengan PLN Mobile, beberapa fitur yg pernah saya gunakan diantaranya bayar tagihan listrik, pengaduan gangguan, dan tambah daya. Klo ad pemadaman dan penormalan juga ad notifikasinya."
435,1 Maret 2023,4,Neutral,Asynuzar Family,Pada saat isi data pilihan nama kabupaten/kota nya salah dan tidak bisa diubah. Padahal sudah jelas nama kabupaten yang benar yg tertulis di alamat saat memilih di peta.
436,1 Maret 2023,4,Possitive,Yolanda putri wulandani,"pendaftaran mudah, fitur dan menu mudah digunakan, semoga lebih disempurnakan lagi fitur pengingat dan fitur lain yang makin memudahkan"
437,13 Februari 2023,5,Possitive,Thonni fof,"Aplikasi yg sangat membantu mudah melakukan pengecekan, pengaduan dan pemasangan. Serta tampilan interface yg ckup simple Semoga selalu update untuk lebih baik dan bersaing ⚡️⚡️⚡️"
438,19 Maret 2023,5,Possitive,Tungil gaming,"Rumah saya mengalami masalah pada Meteran, bingung cari orang untuk memperbaiki, Alhamdulillah ada PLN mobile Cuma mengisi data ID meteran&Lokasi dalam 1-2 Jam petugas Sudah datang memperbaiki😁Aplikasinya sangat membantu, gak percaya? Coba sendiri 👌"
439,16 Februari 2023,5,Possitive,nurdin hidayat,"Aplikasi yg sangat bagus, kami pelanggan sangat terbantu dengan kemudahan laporan gangguan listrik dan juga pasang baru via aplikasi.. semoga PLN semakin handal"
440,28 Februari 2023,3,Neutral,ESHAN COMPUTER,Desa Rambutan Kecamatan Rambutan Kabupaten Banyuasin Belum ada pilihan dan masih bayak kecamatan yang lain belum masuk tolong di perbaiki lagi kelengkapan daerah dan GPS nya belum bisa otomatis membaca Titik GPS pada smartphone
441,19 Januari 2023,5,Possitive,Ni Nyoman Sulastri,"Mantap...mudah dalam satu genggaman, Isi pulsa, layanan gangguan, pasang baru dan tambah daya ditangani dengan cepat,"
442,12 Januari 2023,2,Negative,y bernardus,"Selamat pagi, karena nomor iconnet gangguan yang ada di perangkat tidak bisa dihubungi, kami menelpon 123 tetapi setelah di sambungkan ke layanan iconnet hanya menjawab selamat pagi iconnet berkali² dan kemudian mengatakan tidak ada respon padahal kamibada halo² jadi diakhiri sepihak...mohon bantuannya....begitu sulit kami menghubungi iconnet"
443,24 Januari 2023,5,Possitive,Ali Yusuf,Alhamdulillah aplikasinya sangat membantu terlebih untuk pembelian token pulsa. Cuma satu hal harus lebih di tingkatkan karena sering ada masalah terkait jaringan eror sehingga untuk pembelian token terpending.. semoga bisa lebih baik lagi Tks
444,30 Januari 2023,5,Possitive,Dinda Hapsari,"PLN mobile sangat membantu saya utamanya dlm pembayaran tagihan listrik, pembelian token dan pelaporan gangguan apalagi dilengkapi dengan fitur simulasi tambah daya dan pasang baru dan masih banyak yg lain. Suka pake aplikasi ini karena pembayaran listriknya mudah cepat dan gak ada biaya admin kalo bayarnya pake VA mandiri 👍👍👍"
445,2 Maret 2023,3,Negative,Rofii Kahari,2 kali pengaduan listrik padam selalu dibatalkan sepihak+ pengaduan lewat telepon 2 menit kemudian di nyatakan nyala. padahal kondisi di lapangan masih padam
446,27 Januari 2023,5,Possitive,PUTU DANADIAKSA PRATAMA,"Terima kasih ya PLN, karena aplikasi ini saya jadi tau simulasi biaya pemasangan baru ataupun tambah daya. Ditambah dengan syarat yg sangat mudah dan petugasnya yg ramah. Jaya selalu PLN"
447,3 Februari 2023,5,Possitive,muhammad akbar iman,"Sangat mambantu adanya aplikasi PLN mobile ini, pelayanan gangguan lebih cepat ditanggapi ,dan untuk proses pengajuan"" lebih mudah ."
448,14 Maret 2023,1,Negative,Cuma Bisa Masha Pekter,"Ini kenapa akun saya gak bisa di upgrade ya,ada pemberitahuan no anda sudah terdaftar. Itu gimana maksudnya ya,padahal saya udah mengajukan permohonan naik daya Lokasi Pekanbaru"
449,20 Januari 2023,5,Possitive,Donny Dwi Cahyo Nugroho,"Pada era digitalisasi kini, customer sangat membutuhkan service yang mudah dan respon cepat. Dan PLN berhasil menjawab kebutuhan pelanggan dengan aplikasi PLN Mobile. Semoga makin hari semakin mengikuti perkembangan dan penambahan penambahan fitur yang menarik. Terimakasih PLN, overall saya sangat puas dengan pelayanannya :)"
450,16 Maret 2023,5,Possitive,Naniek Putri,"Aplikasinya sangat membantu ketika pelnggan punya masalah,,kita juga bisa terhindar dari pungli ketika penyambungan baru,,,,semoga bisa lebih bagus lagi👍"
451,23 Februari 2023,1,Neutral,Herdiyana Pamungkas,"Mohon maaf untuk swacam sekarang sangat susah, karena angka meter harus ada di dalam kotak. Mending kaya kemarin sebelum di upgrade langsung ambil foto seperti biasa"
452,21 Februari 2023,5,Possitive,JAI JAILANI,Sangat membantu dengan adanya Aplikasi ini mempermudah pelanggan dalam menyelesaikan masalah kelistrikan di rumah ditambah lagi dengan adanya fitur2 yg sudah lengkap didalam aplikasi ini sangat membantu
453,9 Januari 2023,5,Possitive,Muhammad Syaiful,"Aplikasi dari PLN mobile ,bagus dan sangat membantu karena banyak fitur nya tracing gangguan... Bila terjadi gangguan maka langsung ke tracing& cepat pula penanganan nya. Terimakasih"
454,7 Februari 2023,5,Possitive,Radityo Taman,Terimakasih PLN atas peluncuran aplikasi PLN Mobile yg sy lihat setiap bulan ada pembenahan dan pembaharuan didalam aplikasi tersebut semakin lengkap dan semakin memudahkan pelanggan dan sekali lagi ini luar biasa menurut sy. Terimakasih PLN
455,21 Maret 2023,5,Possitive,Mufrizal 2015,"Pln mobile sangat inovatif aplikasinya sangat membantu dlm laporan gangguan,tambah daya,penerangan sementara. Cepat dlm pelayanan mantap pln bravo..."
456,2 Januari 2023,5,Possitive,Yahya Sebastian,"Aplikasi ny bagus, sangat membantu dengan banyak ny fitur seperti, catat meter, pengaduan PERIKSA, penyambungan baru, rubah daya dan masih banyak fitur yg lain. Dengan ada ny Apk PLN Mobile ini semua jauh lebih mudah dan sangat membantu..."
457,10 Maret 2023,5,Possitive,Muhammad RafaAulian,"Dengan adanya aplikasi ini sangat membantu banget gak perlu harus telfon pengaduan diaplikasi ini juga bisa, terimakasih bnyak PLN dengan ada nya apl ini sangat membantu bnget"
458,3 Maret 2023,1,Negative,roni tri frisiandi,Transaksi token sudah kepotong saldo tapi transaksi gagal. Sudah berminggu minggu uang tidak kembali. 2 kali pembelian gk bisa semua.
459,26 Januari 2023,5,Possitive,Ayu Widiya,"Terimakasih PLN Mobile. Segalanya jadi serba mudah. Pembelian token, pengaduan pelanggan, pengajuan Pasang baru, migrasi, naik daya, dll. Semua jadi satu aplikasi..."
460,30 Maret 2023,5,Possitive,Malik Ibrahim,Fasilitas bebas adminnya adain lagi dooonkk.. Sangat menarik lho buat pelanggan 😂 Terima kasih aplikasinya sudah semakin baik.
461,25 Januari 2023,5,Possitive,mardhatillah weli putri,"Aplikasi nya sangat memuaskan dan membantu serta memudahkan penggunanya.. terimakasih PLN, khusus PLN ULP BALAI SELASA. Respon staf serta pegawai nya friendly sekali..❤️❤️❤️❤️🥰🥰 i love this aplikasi 😁😁the best pokoknya.. 👍👍👍👍👍"
462,29 Maret 2023,5,Possitive,Ayu Miranda,Sangat menikmati pelayanan dari PLN yang semakin mudah hanya dalam satu genggaman saja. Semua yang saya butuhkan ada dalam aplikasi ini.
463,24 Maret 2023,1,Negative,Qinara Azalea,"Untuk respon terhadap laporan gangguan yg kita buat melalui aplikasi sangat rendah. Buat laporan gangguan tidak di rekomendasikan melalui aplikasi ini, krna hasilnya sangat tidak memuaskan."
464,20 Februari 2023,5,Possitive,Hisyam As Siddiq,"Aplikasi ini sangat membantu sekali, bisa untuk pengaduan, pasang baru, perubahan daya, migrasi, dan masih bnyak lagi. Sangan memudahkan🥰"
465,2 Februari 2023,5,Possitive,shifa dhana,"Aplikasi ini sangat membantu saya untuk melakukan catat meter mandiri, karna saya sering tidak ada dirumah. Jadi tagihan listrik saya tetap terkontrol. Kalau sudah paham dan mengerti isi aplikasinya ini sangat membantu sekali. Terima kasih PLN"
466,16 Januari 2023,5,Possitive,Agung Prihadi Wicaksono,"Berbagai banyak fitur & kemudahan yg tersedia pada aplikasi ini, sehingga sangat membantu dalam layanan listrik melalui genggaman tangan (HP), sangat bagus sekali"
467,10 Januari 2023,1,Negative,Lovely Shihab,"Saya mau tanya ini Aplikasi benar2 atau mau penipuan ?...Saya sudah melakukan pembayaran Pasca bayar melalui aplikasi ini. Harusnya saya dapat point tapi kenapa point saya tetap NOL !!.. Saya sudah komplain melalu email.Berapa kali saya email, permintaan kalian beda2 dan saya patuhi. Sampai saya datang ke kantor PLN nya, mereka gak bisa bantu dgn alasan SISTEM. Eh sekarang saya dpt jawaban email masa saya harus download PLN Mobile.Helow saya bayarkan pakai PLN Mobile. Mau Mobile yg mana lagi ???"
